@relation _home_praneeth_ml_homeworks_ml_homeworks_hw3_._dataset1_train

@attribute text string
@attribute @@class@@ {spam,ham}

@data
'Subject: revised hplc purchase estimates - april 2001\r\ndeal # 126281 has been revised from 3 , 800 to 3 , 400 / d at meter # 6296 .\r\nbob\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 03 / 29 / 2001 01 : 59 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nsuzanne _ saldivar @ eogresources . com on 03 / 29 / 2001 11 : 12 : 01 am\r\nto : rcotten @ enron . com\r\ncc :\r\nsubject : revised hplc purchase estimates - april 2001\r\nbob :\r\nwe have just been advised by epgt ( el paso ) that they will be processing\r\nthe s . g . marshall gas april 2001 ; therefore , eogr will have to reduce the\r\nvolume that will be available for sale to hpl . the new estimate is 3 , 400\r\nmmbtu / day .\r\nthanks .\r\nsuzanne\r\n713 - 651 - 6858',ham
'Subject: 10 / 2000 - days 6 and 19 ( 98 - 0439 )\r\nthe above referenced days have been placed on strangers gas due to ( i guess )\r\nthe meter not being turned off in time . the day prior to each of these days\r\nthat are assessed to strangers gas , the only active k is the hpl 216 .\r\ncan these deals be rolled to cover these couple of days ?\r\nthanks\r\n- jackie -\r\n3 - 9497',ham
'Subject: hpl nom for may 10 , 2001\r\n( see attached file : hplno 510 . xls )\r\n- hplno 510 . xls',ham
'Subject: flow change for fuels cotton valley redeliveries into hpl\r\nsaturday , march 3 , the redeliveries into hpl from fuels cotton valley for\r\nthe eastrans deal will increase to approximately 19500 mmbtu / dy . this\r\nchange should continue through march 5 th or 6 th . the reason for the change\r\nis an operational emergency . defs typically delivers approximately 12200\r\nmmbtu / dy into txu lone star . this delivery will not be able to occur\r\nbecause the alford b compressor needs to get into the shop for maintenance .\r\nthis compressor will be out of commission for the month of march . the\r\nbusby compressor will compress the usual 7300 mmbtu / dy of fuels cotton\r\nvalley redelivery gas as well as the 12200 mmbtu / dy of txu lone star\r\nredelivery gas . a different redelivery point with txu lone star is being\r\nestablished and should be available by march 5 th or 6 th . at this point in\r\ntime , we will take the hpl fuels cotton valley redelivery gas to zero and\r\nbalance the redeliveries between the two points . therefore , defs will not\r\nchange the delivery or redelivery nominations in place for eastrans . after\r\nthe new txu lone star redelivery point is put into place and the points are\r\nvolume balanced , it is our intent to have redeliveries of 7300 mmbtu / dy\r\nfrom fuels cotton valley and 22700 mmbtu / dy into pg & e ( which is what is in\r\nplace effective 3 / 1 / 01 ) for eastrans .',ham
'Subject: northern natural gas\r\nyesterday , enron settled a procedural dispute with dynegy over northern natural gas . our settlement allows dynegy to exercise its option to acquire the pipeline , dismisses their texas lawsuit and extends enron \' s right to repurchase until june 30 . we reached this settlement as part of our efforts to bring enron out of bankruptcy . while we would like to keep northern natural , we still have some 9 , 000 miles of safe , profitable interstate pipelines as a base to rebuild our core businesses .\r\nthe settlement provides the best opportunity to resolve the pipeline issue quickly and pursue our $ 10 billion damage claim against dynegy . it also allows us to avoid the very substantial costs and distractions from protracted litigation in state courts .\r\nwe want to see a positive future for the employees working with northern natural gas . below is a copy of a message from stan horton further explaining this decision to the employees of enron transportation services .\r\nken\r\ndear ets colleague :\r\non thursday , enron entered into a settlement over dynegy \' s exercise of its option to acquire the northern natural gas pipeline . the settlement allows dynegy to exercise the option and assume interim control of the pipeline while enron pursues its damage claim against dynegy .\r\nin this respect , enron corp . has carefully weighed the substantial costs and turmoil that litigating this possession issue would create for the company and the employees of northern natural gas . consequently , enron corp . has decided not to contest interim possession and allow the transfer of northern natural gas to dynegy , while the larger issues affecting its future are resolved .\r\nthe company has concluded that with this settlement , enron should be able to resolve the issue more quickly , as well as avoid the legal cost burden and distractions to the business from protracted litigation in state court . for the northern natural gas employees , i believe this decision should allow them to steer clear of the dispute and focus on the day - to - day satisfaction of running a valuable , successful business .\r\nbeginning immediately we will be working to achieve a smooth transition and to align the appropriate resources to assure continued safe , reliable and efficient operation of northern natural gas .\r\nover many years we have run high quality , cost conscious and profitable businesses in ets . keep up the good work !\r\nstan',ham
'Subject: hpl nom for may 30 , 2001\r\n( see attached file : hplno 530 . xls )\r\n- hplno 530 . xls',ham
'Subject: important video announcement\r\ni have a very important video announcement about the future of our company . please go to to access the video . thank you .',ham
'Subject: re : heads - up - tenaska iv partner ltd . - september 2000\r\ndarren ,\r\nthanks for the clarification !\r\nkathy\r\ndaren j farmer\r\n12 / 13 / 2000 01 : 07 pm\r\nto : katherine benedict / hou / ect @ ect\r\ncc :\r\nsubject : re : heads - up - tenaska iv partner ltd . - september 2000\r\nwe should not be paying tenaska \' s lone star transport for sep . that should\r\nbe paid by tenaska iv . we took over the payments with october production .\r\nd\r\nkatherine benedict\r\n12 / 05 / 2000 04 : 44 pm\r\nto : daren j farmer / hou / ect @ ect , mark mccoy / corp / enron @ enron\r\ncc : bob fisher / na / enron @ enron\r\nsubject : heads - up - tenaska iv partner ltd . - september 2000\r\nhi guys ,\r\nplease do me and bob fisher in the transport settlements group a huge\r\nfavor . . . . . . please let us know when the txu / lonestar transport deals for\r\ntenaska iv texas partners have been entered into path manager ( for september\r\n2000 ) .\r\ni am holding the transport invoice from txu / lonestar for september\r\n2000 . . . . waiting to enter the \" actuals \" into our system for payment .\r\nthanks ,\r\nkathy : )',ham
'Subject: the review is in . . . . . .\r\nhey daren - -\r\nhere is my brief review of mike . . . . . let me know if you have any questions .\r\n( see attached file : molsen . doc )\r\nthanks ,\r\nmark\r\n- molsen . doc',ham
'Subject: natural gas nomination for 07 / 00\r\nenron methanol nominates the following natural gas requirements for the\r\nmethanol plant for july 2000 :\r\n36 , 000 mmbtu per day\r\negpfc nominates the following natural gas requirements for the mtbe plant at\r\nmorgan \' s point for july 2000 :\r\n11 , 000 mmbtu per day',ham
'Subject: re : ua 4 - meter 1441 for 11 / 97 - falfurrias\r\nhoward - the above meter indicates a daily swing with no one in volume\r\nmanagement \' s initials in oss . i need some information for daren before it\r\ncan be determined if a deal should be set up to cover the 089 contract for\r\n11 / 97 forward .\r\ni \' ve done some research as follows :\r\n1 / 95 shows delivery on transport contract # 012 - 82269 - 02 - 002 ( southeastern\r\nmarketing co . as counterparty )\r\n1 / 96 thru 10 / 31 / 97 shows delivery on transport contract # 012 - 27182 - 02 - 001\r\n( esperanza marketing corp as counterparty ) .\r\n11 / 97 thru 12 / 97 shows delivery on 089 - 41500 - 102\r\n1 / 98 shows delivery on 089 - 41500 - 101\r\nno other transactions at this meter since 1 / 98 .\r\nsome questions i need answered are - why was volume allocated to transport\r\ncontracts through 10 / 31 / 97 and then started to be allocated to the 089\r\ncontract later ? are the transport contracts no longer valid to allocate to\r\nand is that the reason the 089 contract was used ? or should the transport\r\ncontract be allocated to instead of the 089 contract for 11 / 97 forward ? each\r\nitem indicates a delivered volume , so either a transport or sale is taking\r\nplace .\r\nall the information that is supplied on the ua 4 report is need a contract for\r\n9 , 448 mmbtu .\r\nsince the meter was assigned to someone else during this timeframe before it\r\nwas assigned to me , it \' s difficult to know why the 089 contract was ever used\r\nfor allocation and since there are no other records such as deal tickets in\r\ncpr or oss .\r\nneed help , stella\r\ndaren j farmer\r\n12 / 22 / 99 07 : 14 am\r\nto : stella l morris / hou / ect @ ect\r\ncc :\r\nsubject : re : ua 4 - meter 1441 for 11 / 97 - falfurrias\r\nwhat occurred at this point in prior months ? who was allocated the volume ?\r\nd\r\nfrom : stella l morris 12 / 16 / 99 06 : 04 pm\r\nto : daren j farmer / hou / ect @ ect\r\ncc : mary m smith / hou / ect @ ect , howard b camp / hou / ect @ ect\r\nsubject : ua 4 - meter 1441 for 11 / 97 - falfurrias\r\ndaren - i need your help in resolving this issue . there wasn \' t any deal in\r\noss for the above reference meter , nor could i find anything in cpr . the\r\ncontract shows 089 - 41500 - 102 representing a sale in the amount of 9448 .\r\nthanks , stella',ham
'Subject: enron / hpl actuals for january 29 , 2001\r\nteco tap 28 . 333 / enron',ham
'Subject: revised october avails .\r\ni have been out on vacation for a few days , so i am starting to forward\r\nthese . you might get a few .\r\nthanks ,\r\nbev\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 09 / 26 / 2000 08 : 27\r\nam - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nenron capital & trade resources corp .\r\nfrom : \" steve holmes \"\r\n09 / 25 / 2000 10 : 03 am\r\nto :\r\ncc :\r\nsubject : revised october avails .\r\ni have highlighted changes to the attached to reflect those points which have\r\nchanged . let me know of any questions you have .\r\nthanks ,\r\nsteve\r\n- enronavailsl 000 . xls',ham
'Subject: path manager rewrite\r\ndesk managers ,\r\ni wanted to follow - up from the staff meeting this week on the item to get a representative from each of the desks , who will be the designated tester in addition to richard . please respond with that person name .\r\nmatt ,\r\nit would be helpful to all us to know when you will need these resources so we can manage the workload .\r\nregards ,\r\ntammy\r\n- - - - - original message - - - - -\r\nfrom : pena , matt\r\nsent : monday , october 08 , 2001 4 : 26 pm\r\nto : pinion , richard ; jaquet , tammy ; superty , robert ; pena , matt\r\ncc : warner , john ; ripley , brian ; d \' souza , romeo ; rao , ramesh\r\nsubject : path manager rewrite / optimization project\r\nimportance : high\r\nall :\r\nwe \' re currently identifying processes that are inefficient and could possibly benefit from being rewritten or not even performed . going foward , i would like bob to appoint a lead business person to whom we could ask questions and or suggest ideas to so that they could in turn validate this information with the desk managers / schedulers . we had this approach with nomlogic and having clarissa work the issues worked quite nicely . who ever you choose , we would need about 15 \% of their time for now . later on , with coordination efforts and testing , it may go up to 75 \% . i don \' t see that happening for a while though .',ham
'Subject: calpine monthly nomination\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 11 / 28 / 2000 09 : 56\r\nam - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nricky archer on 11 / 27 / 2000 12 : 29 : 31 pm\r\nto : \" \' aimee . lannou @ enron . com \' \"\r\ncc :\r\nsubject : calpine monthly nomination\r\naimee , this includes the 10 , 000 transport for december . thanks\r\n>\r\nricky a . archer\r\nfuel supply\r\n700 louisiana , suite 2700\r\nhouston , texas 77002\r\n713 - 830 - 8659 direct\r\n713 - 830 - 8722 fax\r\n- calpine monthly gas nomination _ _ _ . doc',ham
'Subject: re : noms / actual flow for 03 / 14\r\nwe agree\r\n\" eileen ponton \" on 03 / 15 / 2001 09 : 47 : 26 am\r\nto : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa\r\njones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com\r\ncc :\r\nsubject : noms / actual flow for 03 / 14\r\ndate nom flow - mcf flow - mmbtu\r\n3 / 14 23 , 750 23 , 112 23 , 736\r\nbtu = 1 . 027',ham
'Subject: gas day 2 / 08 / 01\r\nwe agree :\r\nteco tap nom = 40 . 000 ; actual 41 . 358\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by melissa jones / texas utilities on\r\n02 / 09 / 2001\r\n10 : 15 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nkponton @ duke - energy . com on 02 / 09 / 2001 09 : 15 : 35 am\r\nto : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa\r\njones / texas utilities @ tu\r\ncc :\r\nsubject : gas day 2 / 08 / 01\r\nnom = 40 , 000 mmbtu \' s\r\nactual flow = 39 , 959 mcf , 41 , 358 mmbtu \' s',ham
'Subject: el paso merchant deal 637225\r\ni have not heard back from mike olsen on this . can you extend this deal for me ?\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by megan parker / corp / enron on 07 / 20 / 2001 08 : 38 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfrom : megan parker 07 / 03 / 2001 11 : 28 am\r\nto : michael olsen / na / enron\r\ncc :\r\nsubject : el paso merchant deal 637225\r\nmike :\r\ni need to have deal 637225 extended to include april and may 2001 . the allocations we received from el paso show that hplc sold gas to them at meter 6884 for both months . let me know if you have any questions .\r\nthanks ,\r\nmegan\r\nx 5 - 7480',ham
'Subject: new contact for devon\r\nplease note that i will be leaving enron as of march 23 , 2001 . please send future e - mails regarding\r\ndevon changes to kathy kelly and clarissa garcia , as well as the schedulers that you are already sending\r\nchanges too . they will coordinate all future devon inquiries and changes .\r\nif there are questions before then , please call me at 713 - 853 - 6357\r\nthanks ,\r\nbeverly beaty',ham
'Subject: copano changes\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 10 / 06 / 2000\r\n10 : 37 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\ntroy _ a _ benoit @ reliantenergy . com on 10 / 06 / 2000 10 : 23 : 31 am\r\nto : \" ami chokshi \"\r\ncc :\r\nsubject : copano changes\r\n( see attached file : hpl - oct . xls )\r\n- hpl - oct . xls',ham
'Subject: nomination - eastrans - 3 / 7 / 2000\r\nour nomination into eastrans is 75 , 000 mmbtu for 3 / 7 / 2000 .\r\nredeliveries\r\n7 , 000 mmbtu from fcv\r\n50 , 000 into pg & e\r\n3 , 000 at carthage\r\n15 , 000 at mobil beaumont\r\nper brian riley , the price for the incremental 15 , 000\r\nabove 60 , 000 will be per our transaction agreement ,\r\n( i . e . , panenergy purchases 15 , 000 mmbtu at lst of month\r\nhsc - $ . 04 and sells to hpl 15 , 000 at monthly hsc - $ . 0375 .\r\nplease confirm the incremental 15 , 000 transaction .\r\nthanks .',ham
'Subject: fyi - - - kinder morgan stg\r\nfyi - -\r\nkinder morgan will be injecting 30 . 0 / day into bammel storage during april .\r\nthanks ,\r\nmark\r\nx 33396',ham
'Subject: las vegas - please read and respond asap\r\neach person has a budget of $ 190 / person for the different shows / golf / spa ,\r\netc . please choose from the list below and let me know your choices as soon\r\nas possible ( today ) so that we can reserve everything .\r\nfriday night - rio de playa ( $ 25 )\r\nsaturday night - sigmund & freud ( $ 100 )\r\nsunday at noon - golf ( $ 90 )\r\nsunday night ( 10 : 30 ) - mystique ( $ 95 )\r\nif you have any questions , please feel free to call me .\r\nthanks ,\r\nlaura\r\next 31994',ham
'Subject: rate for tenaska deal\r\ndaren ,\r\nwhen we met regarding the rate for the tenaska gas management agreement , you\r\nguys mentioned that it would be tied to an index - - could you restate for me\r\nhow that is to work - - it will start out 4 cents per mmbtu based on the greater\r\nof the volumes nominated through the supply contracts or the actual\r\ndeliveries to the plant . then the fee will vary month to month ? year to year ?\r\nbased on what index ?\r\nthanks ,\r\nsandi',ham
'Subject: data validation\r\nbrenda ,\r\nwe met this afternoon concerning path counts . howard will be validating the\r\npath data we had gathered from unify . please let us know when you will need\r\nthis data by .\r\nthanks ,\r\nshari\r\n3 - 3859',ham
'Subject: covenants - project miracle\r\nas individuals involved in the day - to - day oversight and management of ppep \' s cleburne facility , it \' s important that you are familiar with and follow the covenants set out under the purchase agreement signed with mesquite investors , llc ( an el paso affiliate ) on september 7 . those covenants are contained in section 5 . 4 of the purchase agreement , which is attached for your reference .\r\nthe covenants are fairly self - explanatory . however , if you have any questions concerning their interpretation or implementation , please contact joe henry at ( 713 ) 345 - 1549 or me at ( 713 ) 853 - 6027 .\r\nthanks ,\r\nrh',ham
'Subject: neon\r\n- awesome agenda . doc',ham
'Subject: mtr 980070 for 10 / 29 - 31 / 1999\r\nthose deals have been manually entered into pops and reallocated . all is well .\r\nmark',ham
'Subject: eastrans nomination change effective 11 / 15 / 00\r\nplease decrease deliveries to eastrans to 0 mmbtu / dy effective 11 / 15 / 00 and\r\nmaintain at 0 until further notified .\r\nthe redeliveries will be 0 as well .\r\nthe fuels cotton valley gas will not be priced per the transaction\r\nagreement for 11 / 15 / 00 - 11 / 30 / 00 . this gas will be sold to hpl at\r\n$ 5 . 60 / mmbtu in a separate gas purchase agreement .',ham
'Subject: hpl nom for january 18 , 2001\r\n( see attached file : hplnol 18 . xls )\r\n- hplnol 18 . xls',ham
'Subject: re : texas nom , lp dba garrison , ltd\r\nthe ticket is in and the deal number is 237756 . it doesn \' t seem to want to\r\nflow over to mops at the moment though .\r\nvance l taylor @ ect\r\n04 / 05 / 2000 04 : 21 pm\r\nto : tom acton / corp / enron @ enron\r\ncc : julie meyers / hou / ect @ ect , lisa hesse / hou / ect @ ect , susan\r\nsmith / hou / ect @ ect , donald p reinhardt / hou / ect @ ect , melissa graves / hou / ect @ ect\r\nsubject : texas nom , lp dba garrison , ltd\r\ntom ,\r\nthe following production commenced to flow on last week and a ticket should\r\nbe created and entered into sitara based on the following :\r\ncounterparty meter volumes price period\r\ntexas nom , lp ( dba\r\ngarrison , ltd . ) 9656 500 mmbtu / d 100 \% gd less $ 0 . 10 3 / 27 - 3 / 31\r\nsusan will create a committed reserves firm ticket for the remaining term of\r\nthe deal once our geologists have gathered enough data to forecast the\r\nreserves of this well ; at such time , this ticket should be zeroed out .\r\nthanks ,\r\nvlt\r\nx 3 - 6353',ham
'Subject: just wanted to say goodbye . i truly appreciate all you \' ve done for me . you \' ve\r\nbeen a great manager . i hope you \' ll keep in touch and let me know if you are\r\never in san francisco . good luck with whatever you decide to do .\r\ntake care ,\r\nami',ham
'Subject: resume - anna cola\r\nanna cola is through a recruiter and would be at a 20 \% fee .\r\n? for the last eight years anna has worked consistently as a project gas\r\naccountant .\r\nshe has worked in downstream gas marketing with companies such as shell ,\r\ncoastal , texaco , tenneco , natural gas clearing house and midcon texas\r\npipeline .\r\nanna has also worked on upstream accounting with eex and ashland\r\nexploration .\r\nshe has gained experience in areas of ap , ar , revenue accounting , joint\r\ninterest billing , and gas balancing .\r\nprior to working on a project basis anna was a jib accountant with buttes\r\nresources .\r\nanna is available to start immediately on a project or perm basis .\r\n- cola _ anna . doc',ham
'Subject: re : august spot tickets\r\nvance ,\r\ndeal # 348777 has been created and entered in sitara for duke energy trading\r\n& marketing , l . l . c .\r\nbob\r\nvance l taylor\r\n07 / 28 / 2000 03 : 09 pm\r\nto : robert cotten / hou / ect @ ect\r\ncc : lisa hesse / hou / ect @ ect , trisha hughes / hou / ect @ ect , heidi\r\nwithers / hou / ect @ ect , hillary mack / corp / enron @ enron , donald p\r\nreinhardt / hou / ect @ ect , melissa graves / hou / ect @ ect\r\nsubject : august spot tickets\r\nbob ,\r\nhplc will be purchasing wellhead gas from the producers listed below for the\r\nproduction month of august . this production will be purchased on a \" spot \"\r\nbasis and deal tickets should be created and entered into sitara based on the\r\nfollowing information :\r\ncounterparty meter volume price\r\nduke energy trading & marketing 6347 200 mmbtu / d 85 \% if / hsc\r\nadditionally , this are producer svcs . deals and should be tracked in the im\r\nwellhead portfolio . . . attached to the gathering contract .\r\nthanks ,\r\nvlt\r\nx 3 - 6353\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by vance l taylor / hou / ect on 07 / 28 / 2000\r\n02 : 51 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nvance l taylor\r\n07 / 28 / 2000 09 : 33 am\r\nto : robert cotten / hou / ect @ ect\r\ncc : lisa hesse / hou / ect @ ect , trisha hughes / hou / ect @ ect , heidi\r\nwithers / hou / ect @ ect , hillary mack / corp / enron @ enron , melissa\r\ngraves / hou / ect @ ect , susan smith / hou / ect @ ect , donald p reinhardt / hou / ect @ ect\r\nsubject : august spot tickets\r\nbob ,\r\nhplc will be purchasing wellhead gas from the producers listed below for the\r\nproduction month of august . this production will be purchased on a \" spot \"\r\nbasis and deal tickets should be created and entered into sitara based on the\r\nfollowing information :\r\ncounterparty meter volume price\r\nwhiting petroleum corp 6523 200 mmbtu / d 91 \% if / hsc\r\nengage energy us , lp 5923 775 mmbtu / d 100 \% if / hsc less $ 0 . 24\r\nengage energy us , lp 5848 240 mmbtu / d 100 \% if / hsc less $ 0 . 24\r\nswift energy 2630 21 mmbtu / d 90 \% if / hsc less $ 0 . 258\r\nadditionally , this are producer svcs . deals and should be tracked in the im\r\nwellhead portfolio . . . attached to the gathering contract .\r\nthanks ,\r\nvlt\r\nx 3 - 6353',ham
'Subject: hpl nom for sept . 22 , 2000\r\n( see attached file : hplo 922 . xls )\r\n- hplo 922 . xls',ham
'Subject: intraday eastrans nominations change for 9 / 6 / 00 and nomination for\r\n9 / 7 / 00\r\ndeliveries continue to be 30 , 000 mmbtu / dy\r\nthe redeliveries will be :\r\n8500 from fuels cotton valley\r\n10955 to hpl \' s cartwheel agreement at carthage\r\n10545 at mobil beaumont\r\neffective for 9 / 7 / 00 , deliveries to eastrans continue to be 30 , 000 mmbtu / dy\r\nthe redeliveries will be :\r\n8500 from fuels cotton valley\r\n21500 to hpl \' s cartwheel agreement at carthage',ham
